interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,50960,48,0,100.000000
1,50960,48,0,100.000000
2,50960,48,0,100.000000
3,50960,48,0,100.000000
4,50960,48,0,100.000000
5,50960,48,0,100.000000
6,50960,48,0,100.000000
7,50960,48,0,100.000000
8,50960,48,0,100.000000
9,50960,48,0,100.000000
10,50960,48,0,100.000000
11,50960,48,0,100.000000
12,50960,48,0,100.000000
13,50960,48,0,100.000000
14,50960,48,0,100.000000
15,50960,48,0,100.000000
16,50960,48,0,100.000000
17,50960,48,0,100.000000
18,50960,48,0,100.000000
19,50960,48,0,100.000000
0,50961,100,0,100.000000
1,50961,100,0,100.000000
2,50961,100,0,100.000000
3,50961,100,0,100.000000
4,50961,100,0,100.000000
5,50961,100,0,100.000000
6,50961,100,0,100.000000
7,50961,100,0,100.000000
8,50961,100,0,100.000000
9,50961,100,0,100.000000
10,50961,100,0,100.000000
11,50961,100,0,100.000000
12,50961,100,0,100.000000
13,50961,100,0,100.000000
14,50961,100,0,100.000000
15,50961,100,0,100.000000
16,50961,100,0,100.000000
17,50961,100,0,100.000000
18,50961,100,0,100.000000
19,50961,100,0,100.000000
0,50962,112,0,100.000000
1,50962,112,0,100.000000
2,50962,112,0,100.000000
3,50962,112,0,100.000000
4,50962,112,0,100.000000
5,50962,112,0,100.000000
6,50962,112,0,100.000000
7,50962,112,0,100.000000
8,50962,112,0,100.000000
9,50962,112,0,100.000000
10,50962,112,0,100.000000
11,50962,112,0,100.000000
12,50962,112,0,100.000000
13,50962,112,0,100.000000
14,50962,112,0,100.000000
15,50962,112,0,100.000000
16,50962,112,0,100.000000
17,50962,112,0,100.000000
18,50962,112,0,100.000000
19,50962,112,0,100.000000
0,50963,5,0,100.000000
1,50963,5,0,100.000000
2,50963,5,0,100.000000
3,50963,5,0,100.000000
4,50963,5,0,100.000000
5,50963,5,0,100.000000
6,50963,5,0,100.000000
7,50963,5,0,100.000000
8,50963,5,0,100.000000
9,50963,5,0,100.000000
10,50963,5,0,100.000000
11,50963,5,0,100.000000
12,50963,5,0,100.000000
13,50963,5,0,100.000000
14,50963,5,0,100.000000
15,50963,5,0,100.000000
16,50963,5,0,100.000000
17,50963,5,0,100.000000
18,50963,5,0,100.000000
19,50963,5,0,100.000000
0,50964,115,0,100.000000
1,50964,115,0,100.000000
2,50964,115,0,100.000000
3,50964,115,0,100.000000
4,50964,115,0,100.000000
5,50964,115,0,100.000000
6,50964,115,0,100.000000
7,50964,115,0,100.000000
8,50964,115,0,100.000000
9,50964,115,0,100.000000
10,50964,115,0,100.000000
11,50964,115,0,100.000000
12,50964,115,0,100.000000
13,50964,115,0,100.000000
14,50964,115,0,100.000000
15,50964,115,0,100.000000
16,50964,115,0,100.000000
17,50964,115,0,100.000000
18,50964,115,0,100.000000
19,50964,115,0,100.000000
0,50965,118,0,100.000000
1,50965,118,0,100.000000
2,50965,118,0,100.000000
3,50965,118,0,100.000000
4,50965,118,0,100.000000
5,50965,118,0,100.000000
6,50965,118,0,100.000000
7,50965,118,0,100.000000
8,50965,118,0,100.000000
9,50965,118,0,100.000000
10,50965,118,0,100.000000
11,50965,118,0,100.000000
12,50965,118,0,100.000000
13,50965,118,0,100.000000
14,50965,118,0,100.000000
15,50965,118,0,100.000000
16,50965,118,0,100.000000
17,50965,118,0,100.000000
18,50965,118,0,100.000000
19,50965,118,0,100.000000
0,50966,109,0,100.000000
1,50966,109,0,100.000000
2,50966,109,0,100.000000
3,50966,109,0,100.000000
4,50966,109,0,100.000000
5,50966,109,0,100.000000
6,50966,109,0,100.000000
7,50966,109,0,100.000000
8,50966,109,0,100.000000
9,50966,109,0,100.000000
10,50966,109,0,100.000000
11,50966,109,0,100.000000
12,50966,109,0,100.000000
13,50966,109,0,100.000000
14,50966,109,0,100.000000
15,50966,109,0,100.000000
16,50966,109,0,100.000000
17,50966,109,0,100.000000
18,50966,109,0,100.000000
19,50966,109,0,100.000000
0,50967,104,0,100.000000
1,50967,104,0,100.000000
2,50967,104,0,100.000000
3,50967,104,0,100.000000
4,50967,104,0,100.000000
5,50967,104,0,100.000000
6,50967,104,0,100.000000
7,50967,104,0,100.000000
8,50967,104,0,100.000000
9,50967,104,0,100.000000
10,50967,104,0,100.000000
11,50967,104,0,100.000000
12,50967,104,0,100.000000
13,50967,104,0,100.000000
14,50967,104,0,100.000000
15,50967,104,0,100.000000
16,50967,104,0,100.000000
17,50967,104,0,100.000000
18,50967,104,0,100.000000
19,50967,104,0,100.000000
