interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,51640,34,0,100.000000
1,51640,34,0,100.000000
2,51640,34,0,100.000000
3,51640,34,0,100.000000
4,51640,34,0,100.000000
5,51640,34,0,100.000000
6,51640,34,0,100.000000
7,51640,34,0,100.000000
8,51640,34,0,100.000000
9,51640,34,0,100.000000
10,51640,34,0,100.000000
11,51640,34,0,100.000000
12,51640,34,0,100.000000
13,51640,34,0,100.000000
14,51640,34,0,100.000000
15,51640,34,0,100.000000
16,51640,34,0,100.000000
17,51640,34,0,100.000000
18,51640,34,0,100.000000
19,51640,34,0,100.000000
0,51641,96,0,100.000000
1,51641,96,0,100.000000
2,51641,96,0,100.000000
3,51641,96,0,100.000000
4,51641,96,0,100.000000
5,51641,96,0,100.000000
6,51641,96,0,100.000000
7,51641,96,0,100.000000
8,51641,96,0,100.000000
9,51641,96,0,100.000000
10,51641,96,0,100.000000
11,51641,96,0,100.000000
12,51641,96,0,100.000000
13,51641,96,0,100.000000
14,51641,96,0,100.000000
15,51641,96,0,100.000000
16,51641,96,0,100.000000
17,51641,96,0,100.000000
18,51641,96,0,100.000000
19,51641,96,0,100.000000
0,51642,6,0,100.000000
1,51642,6,0,100.000000
2,51642,6,0,100.000000
3,51642,6,0,100.000000
4,51642,6,0,100.000000
5,51642,6,0,100.000000
6,51642,6,0,100.000000
7,51642,6,0,100.000000
8,51642,6,0,100.000000
9,51642,6,0,100.000000
10,51642,6,0,100.000000
11,51642,6,0,100.000000
12,51642,6,0,100.000000
13,51642,6,0,100.000000
14,51642,6,0,100.000000
15,51642,6,0,100.000000
16,51642,6,0,100.000000
17,51642,6,0,100.000000
18,51642,6,0,100.000000
19,51642,6,0,100.000000
0,51643,35,0,100.000000
1,51643,35,0,100.000000
2,51643,35,0,100.000000
3,51643,35,0,100.000000
4,51643,35,0,100.000000
5,51643,35,0,100.000000
6,51643,35,0,100.000000
7,51643,35,0,100.000000
8,51643,35,0,100.000000
9,51643,35,0,100.000000
10,51643,35,0,100.000000
11,51643,35,0,100.000000
12,51643,35,0,100.000000
13,51643,35,0,100.000000
14,51643,35,0,100.000000
15,51643,35,0,100.000000
16,51643,35,0,100.000000
17,51643,35,0,100.000000
18,51643,35,0,100.000000
19,51643,35,0,100.000000
0,51644,28,0,100.000000
1,51644,28,0,100.000000
2,51644,28,0,100.000000
3,51644,28,0,100.000000
4,51644,28,0,100.000000
5,51644,28,0,100.000000
6,51644,28,0,100.000000
7,51644,28,0,100.000000
8,51644,28,0,100.000000
9,51644,28,0,100.000000
10,51644,28,0,100.000000
11,51644,28,0,100.000000
12,51644,28,0,100.000000
13,51644,28,0,100.000000
14,51644,28,0,100.000000
15,51644,28,0,100.000000
16,51644,28,0,100.000000
17,51644,28,0,100.000000
18,51644,28,0,100.000000
19,51644,28,0,100.000000
0,51645,103,0,100.000000
1,51645,103,0,100.000000
2,51645,103,0,100.000000
3,51645,103,0,100.000000
4,51645,103,0,100.000000
5,51645,103,0,100.000000
6,51645,103,0,100.000000
7,51645,103,0,100.000000
8,51645,103,0,100.000000
9,51645,103,0,100.000000
10,51645,103,0,100.000000
11,51645,103,0,100.000000
12,51645,103,0,100.000000
13,51645,103,0,100.000000
14,51645,103,0,100.000000
15,51645,103,0,100.000000
16,51645,103,0,100.000000
17,51645,103,0,100.000000
18,51645,103,0,100.000000
19,51645,103,0,100.000000
0,51646,57,0,100.000000
1,51646,57,0,100.000000
2,51646,57,0,100.000000
3,51646,57,0,100.000000
4,51646,57,0,100.000000
5,51646,57,0,100.000000
6,51646,57,0,100.000000
7,51646,57,0,100.000000
8,51646,57,0,100.000000
9,51646,57,0,100.000000
10,51646,57,0,100.000000
11,51646,57,0,100.000000
12,51646,57,0,100.000000
13,51646,57,0,100.000000
14,51646,57,0,100.000000
15,51646,57,0,100.000000
16,51646,57,0,100.000000
17,51646,57,0,100.000000
18,51646,57,0,100.000000
19,51646,57,0,100.000000
0,51647,21,0,100.000000
1,51647,21,0,100.000000
2,51647,21,0,100.000000
3,51647,21,0,100.000000
4,51647,21,0,100.000000
5,51647,21,0,100.000000
6,51647,21,0,100.000000
7,51647,21,0,100.000000
8,51647,21,0,100.000000
9,51647,21,0,100.000000
10,51647,21,0,100.000000
11,51647,21,0,100.000000
12,51647,21,0,100.000000
13,51647,21,0,100.000000
14,51647,21,0,100.000000
15,51647,21,0,100.000000
16,51647,21,0,100.000000
17,51647,21,0,100.000000
18,51647,21,0,100.000000
19,51647,21,0,100.000000
0,51648,125,0,100.000000
1,51648,125,0,100.000000
2,51648,125,0,100.000000
3,51648,125,0,100.000000
4,51648,125,0,100.000000
5,51648,125,0,100.000000
6,51648,125,0,100.000000
7,51648,125,0,100.000000
8,51648,125,0,100.000000
9,51648,125,0,100.000000
10,51648,125,0,100.000000
11,51648,125,0,100.000000
12,51648,125,0,100.000000
13,51648,125,0,100.000000
14,51648,125,0,100.000000
15,51648,125,0,100.000000
16,51648,125,0,100.000000
17,51648,125,0,100.000000
18,51648,125,0,100.000000
19,51648,125,0,100.000000
0,51649,12,0,100.000000
1,51649,12,0,100.000000
2,51649,12,0,100.000000
3,51649,12,0,100.000000
4,51649,12,0,100.000000
5,51649,12,0,100.000000
6,51649,12,0,100.000000
7,51649,12,0,100.000000
8,51649,12,0,100.000000
9,51649,12,0,100.000000
10,51649,12,0,100.000000
11,51649,12,0,100.000000
12,51649,12,0,100.000000
13,51649,12,0,100.000000
14,51649,12,0,100.000000
15,51649,12,0,100.000000
16,51649,12,0,100.000000
17,51649,12,0,100.000000
18,51649,12,0,100.000000
19,51649,12,0,100.000000
0,51650,20,0,100.000000
1,51650,20,0,100.000000
2,51650,20,0,100.000000
3,51650,20,0,100.000000
4,51650,20,0,100.000000
5,51650,20,0,100.000000
6,51650,20,0,100.000000
7,51650,20,0,100.000000
8,51650,20,0,100.000000
9,51650,20,0,100.000000
10,51650,20,0,100.000000
11,51650,20,0,100.000000
12,51650,20,0,100.000000
13,51650,20,0,100.000000
14,51650,20,0,100.000000
15,51650,20,0,100.000000
16,51650,20,0,100.000000
17,51650,20,0,100.000000
18,51650,20,0,100.000000
19,51650,20,0,100.000000
0,51651,87,0,100.000000
1,51651,87,0,100.000000
2,51651,87,0,100.000000
3,51651,87,0,100.000000
4,51651,87,0,100.000000
5,51651,87,0,100.000000
6,51651,87,0,100.000000
7,51651,87,0,100.000000
8,51651,87,0,100.000000
9,51651,87,0,100.000000
10,51651,87,0,100.000000
11,51651,87,0,100.000000
12,51651,87,0,100.000000
13,51651,87,0,100.000000
14,51651,87,0,100.000000
15,51651,87,0,100.000000
16,51651,87,0,100.000000
17,51651,87,0,100.000000
18,51651,87,0,100.000000
19,51651,87,0,100.000000
0,51652,122,0,100.000000
1,51652,122,0,100.000000
2,51652,122,0,100.000000
3,51652,122,0,100.000000
4,51652,122,0,100.000000
5,51652,122,0,100.000000
6,51652,122,0,100.000000
7,51652,122,0,100.000000
8,51652,122,0,100.000000
9,51652,122,0,100.000000
10,51652,122,0,100.000000
11,51652,122,0,100.000000
12,51652,122,0,100.000000
13,51652,122,0,100.000000
14,51652,122,0,100.000000
15,51652,122,0,100.000000
16,51652,122,0,100.000000
17,51652,122,0,100.000000
18,51652,122,0,100.000000
19,51652,122,0,100.000000
0,51653,15,0,100.000000
1,51653,15,0,100.000000
2,51653,15,0,100.000000
3,51653,15,0,100.000000
