interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,50900,13,0,100.000000
1,50900,13,0,100.000000
2,50900,13,0,100.000000
3,50900,13,0,100.000000
4,50900,13,0,100.000000
5,50900,13,0,100.000000
6,50900,13,0,100.000000
7,50900,13,0,100.000000
8,50900,13,0,100.000000
9,50900,13,0,100.000000
10,50900,13,0,100.000000
11,50900,13,0,100.000000
12,50900,13,0,100.000000
13,50900,13,0,100.000000
14,50900,13,0,100.000000
15,50900,13,0,100.000000
16,50900,13,0,100.000000
17,50900,13,0,100.000000
18,50900,13,0,100.000000
19,50900,13,0,100.000000
0,50901,57,0,100.000000
1,50901,57,0,100.000000
2,50901,57,0,100.000000
3,50901,57,0,100.000000
4,50901,57,0,100.000000
5,50901,57,0,100.000000
6,50901,57,0,100.000000
7,50901,57,0,100.000000
8,50901,57,0,100.000000
9,50901,57,0,100.000000
10,50901,57,0,100.000000
11,50901,57,0,100.000000
12,50901,57,0,100.000000
13,50901,57,0,100.000000
14,50901,57,0,100.000000
15,50901,57,0,100.000000
16,50901,57,0,100.000000
17,50901,57,0,100.000000
18,50901,57,0,100.000000
19,50901,57,0,100.000000
0,50902,29,0,100.000000
1,50902,29,0,100.000000
2,50902,29,0,100.000000
3,50902,29,0,100.000000
4,50902,29,0,100.000000
5,50902,29,0,100.000000
6,50902,29,0,100.000000
7,50902,29,0,100.000000
8,50902,29,0,100.000000
9,50902,29,0,100.000000
10,50902,29,0,100.000000
11,50902,29,0,100.000000
12,50902,29,0,100.000000
13,50902,29,0,100.000000
14,50902,29,0,100.000000
15,50902,29,0,100.000000
16,50902,29,0,100.000000
17,50902,29,0,100.000000
18,50902,29,0,100.000000
19,50902,29,0,100.000000
0,50903,96,0,100.000000
1,50903,96,0,100.000000
2,50903,96,0,100.000000
3,50903,96,0,100.000000
4,50903,96,0,100.000000
5,50903,96,0,100.000000
6,50903,96,0,100.000000
7,50903,96,0,100.000000
8,50903,96,0,100.000000
9,50903,96,0,100.000000
10,50903,96,0,100.000000
11,50903,96,0,100.000000
12,50903,96,0,100.000000
13,50903,96,0,100.000000
14,50903,96,0,100.000000
15,50903,96,0,100.000000
16,50903,96,0,100.000000
17,50903,96,0,100.000000
18,50903,96,0,100.000000
19,50903,96,0,100.000000
0,50904,115,0,100.000000
1,50904,115,0,100.000000
2,50904,115,0,100.000000
3,50904,115,0,100.000000
4,50904,115,0,100.000000
5,50904,115,0,100.000000
6,50904,115,0,100.000000
7,50904,115,0,100.000000
8,50904,115,0,100.000000
9,50904,115,0,100.000000
10,50904,115,0,100.000000
11,50904,115,0,100.000000
12,50904,115,0,100.000000
13,50904,115,0,100.000000
14,50904,115,0,100.000000
15,50904,115,0,100.000000
16,50904,115,0,100.000000
17,50904,115,0,100.000000
18,50904,115,0,100.000000
19,50904,115,0,100.000000
0,50905,93,0,100.000000
1,50905,93,0,100.000000
2,50905,93,0,100.000000
3,50905,93,0,100.000000
4,50905,93,0,100.000000
5,50905,93,0,100.000000
6,50905,93,0,100.000000
7,50905,93,0,100.000000
8,50905,93,0,100.000000
9,50905,93,0,100.000000
10,50905,93,0,100.000000
11,50905,93,0,100.000000
12,50905,93,0,100.000000
13,50905,93,0,100.000000
14,50905,93,0,100.000000
15,50905,93,0,100.000000
16,50905,93,0,100.000000
17,50905,93,0,100.000000
18,50905,93,0,100.000000
19,50905,93,0,100.000000
0,50906,109,0,100.000000
1,50906,109,0,100.000000
2,50906,109,0,100.000000
3,50906,109,0,100.000000
4,50906,109,0,100.000000
5,50906,109,0,100.000000
6,50906,109,0,100.000000
7,50906,109,0,100.000000
8,50906,109,0,100.000000
9,50906,109,0,100.000000
10,50906,109,0,100.000000
11,50906,109,0,100.000000
12,50906,109,0,100.000000
13,50906,109,0,100.000000
14,50906,109,0,100.000000
15,50906,109,0,100.000000
16,50906,109,0,100.000000
17,50906,109,0,100.000000
18,50906,109,0,100.000000
19,50906,109,0,100.000000
0,50907,64,0,100.000000
1,50907,64,0,100.000000
2,50907,64,0,100.000000
3,50907,64,0,100.000000
4,50907,64,0,100.000000
5,50907,64,0,100.000000
6,50907,64,0,100.000000
7,50907,64,0,100.000000
8,50907,64,0,100.000000
9,50907,64,0,100.000000
10,50907,64,0,100.000000
11,50907,64,0,100.000000
12,50907,64,0,100.000000
13,50907,64,0,100.000000
14,50907,64,0,100.000000
15,50907,64,0,100.000000
16,50907,64,0,100.000000
17,50907,64,0,100.000000
18,50907,64,0,100.000000
19,50907,64,0,100.000000
