interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,50580,69,0,100.000000
1,50580,69,0,100.000000
2,50580,69,0,100.000000
3,50580,69,0,100.000000
4,50580,69,0,100.000000
5,50580,69,0,100.000000
6,50580,69,0,100.000000
7,50580,69,0,100.000000
8,50580,69,0,100.000000
9,50580,69,0,100.000000
10,50580,69,0,100.000000
11,50580,69,0,100.000000
12,50580,69,0,100.000000
13,50580,69,0,100.000000
14,50580,69,0,100.000000
15,50580,69,0,100.000000
16,50580,69,0,100.000000
17,50580,69,0,100.000000
18,50580,69,0,100.000000
19,50580,69,0,100.000000
0,50581,5,0,100.000000
1,50581,5,0,100.000000
2,50581,5,0,100.000000
3,50581,5,0,100.000000
4,50581,5,0,100.000000
5,50581,5,0,100.000000
6,50581,5,0,100.000000
7,50581,5,0,100.000000
8,50581,5,0,100.000000
9,50581,5,0,100.000000
10,50581,5,0,100.000000
11,50581,5,0,100.000000
12,50581,5,0,100.000000
13,50581,5,0,100.000000
14,50581,5,0,100.000000
15,50581,5,0,100.000000
16,50581,5,0,100.000000
17,50581,5,0,100.000000
18,50581,5,0,100.000000
19,50581,5,0,100.000000
0,50582,126,0,100.000000
1,50582,126,0,100.000000
2,50582,126,0,100.000000
3,50582,126,0,100.000000
4,50582,126,0,100.000000
5,50582,126,0,100.000000
6,50582,126,0,100.000000
7,50582,126,0,100.000000
8,50582,126,0,100.000000
9,50582,126,0,100.000000
10,50582,126,0,100.000000
11,50582,126,0,100.000000
12,50582,126,0,100.000000
13,50582,126,0,100.000000
14,50582,126,0,100.000000
15,50582,126,0,100.000000
16,50582,126,0,100.000000
17,50582,126,0,100.000000
18,50582,126,0,100.000000
19,50582,126,0,100.000000
0,50583,75,0,100.000000
1,50583,75,0,100.000000
2,50583,75,0,100.000000
3,50583,75,0,100.000000
4,50583,75,0,100.000000
5,50583,75,0,100.000000
6,50583,75,0,100.000000
7,50583,75,0,100.000000
8,50583,75,0,100.000000
9,50583,75,0,100.000000
10,50583,75,0,100.000000
11,50583,75,0,100.000000
12,50583,75,0,100.000000
13,50583,75,0,100.000000
14,50583,75,0,100.000000
15,50583,75,0,100.000000
16,50583,75,0,100.000000
17,50583,75,0,100.000000
18,50583,75,0,100.000000
19,50583,75,0,100.000000
