interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,50460,62,0,100.000000
1,50460,62,0,100.000000
2,50460,62,0,100.000000
3,50460,62,0,100.000000
4,50460,62,0,100.000000
5,50460,62,0,100.000000
6,50460,62,0,100.000000
7,50460,62,0,100.000000
8,50460,62,0,100.000000
9,50460,62,0,100.000000
10,50460,62,0,100.000000
11,50460,62,0,100.000000
12,50460,62,0,100.000000
13,50460,62,0,100.000000
14,50460,62,0,100.000000
15,50460,62,0,100.000000
16,50460,62,0,100.000000
17,50460,62,0,100.000000
18,50460,62,0,100.000000
19,50460,62,0,100.000000
0,50461,51,0,100.000000
1,50461,51,0,100.000000
2,50461,51,0,100.000000
3,50461,51,0,100.000000
4,50461,51,0,100.000000
5,50461,51,0,100.000000
6,50461,51,0,100.000000
7,50461,51,0,100.000000
8,50461,51,0,100.000000
9,50461,51,0,100.000000
10,50461,51,0,100.000000
11,50461,51,0,100.000000
12,50461,51,0,100.000000
13,50461,51,0,100.000000
14,50461,51,0,100.000000
15,50461,51,0,100.000000
16,50461,51,0,100.000000
17,50461,51,0,100.000000
18,50461,51,0,100.000000
19,50461,51,0,100.000000
0,50462,14,0,100.000000
1,50462,14,0,100.000000
2,50462,14,0,100.000000
3,50462,14,0,100.000000
4,50462,14,0,100.000000
5,50462,14,0,100.000000
6,50462,14,0,100.000000
7,50462,14,0,100.000000
8,50462,14,0,100.000000
9,50462,14,0,100.000000
10,50462,14,0,100.000000
11,50462,14,0,100.000000
12,50462,14,0,100.000000
13,50462,14,0,100.000000
14,50462,14,0,100.000000
15,50462,14,0,100.000000
16,50462,14,0,100.000000
17,50462,14,0,100.000000
18,50462,14,0,100.000000
19,50462,14,0,100.000000
0,50463,124,0,100.000000
1,50463,124,0,100.000000
2,50463,124,0,100.000000
3,50463,124,0,100.000000
4,50463,124,0,100.000000
5,50463,124,0,100.000000
6,50463,124,0,100.000000
7,50463,124,0,100.000000
8,50463,124,0,100.000000
9,50463,124,0,100.000000
10,50463,124,0,100.000000
11,50463,124,0,100.000000
12,50463,124,0,100.000000
13,50463,124,0,100.000000
14,50463,124,0,100.000000
15,50463,124,0,100.000000
16,50463,124,0,100.000000
17,50463,124,0,100.000000
18,50463,124,0,100.000000
19,50463,124,0,100.000000
