interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,50420,114,0,100.000000
1,50420,114,0,100.000000
2,50420,114,0,100.000000
3,50420,114,0,100.000000
4,50420,114,0,100.000000
5,50420,114,0,100.000000
6,50420,114,0,100.000000
7,50420,114,0,100.000000
8,50420,114,0,100.000000
9,50420,114,0,100.000000
10,50420,114,0,100.000000
11,50420,114,0,100.000000
12,50420,114,0,100.000000
13,50420,114,0,100.000000
14,50420,114,0,100.000000
15,50420,114,0,100.000000
16,50420,114,0,100.000000
17,50420,114,0,100.000000
18,50420,114,0,100.000000
19,50420,114,0,100.000000
0,50421,23,0,100.000000
1,50421,23,0,100.000000
2,50421,23,0,100.000000
3,50421,23,0,100.000000
4,50421,23,0,100.000000
5,50421,23,0,100.000000
6,50421,23,0,100.000000
7,50421,23,0,100.000000
8,50421,23,0,100.000000
9,50421,23,0,100.000000
10,50421,23,0,100.000000
11,50421,23,0,100.000000
12,50421,23,0,100.000000
13,50421,23,0,100.000000
14,50421,23,0,100.000000
15,50421,23,0,100.000000
16,50421,23,0,100.000000
17,50421,23,0,100.000000
18,50421,23,0,100.000000
19,50421,23,0,100.000000
0,50422,30,0,100.000000
1,50422,30,0,100.000000
2,50422,30,0,100.000000
3,50422,30,0,100.000000
4,50422,30,0,100.000000
5,50422,30,0,100.000000
6,50422,30,0,100.000000
7,50422,30,0,100.000000
8,50422,30,0,100.000000
9,50422,30,0,100.000000
10,50422,30,0,100.000000
11,50422,30,0,100.000000
12,50422,30,0,100.000000
13,50422,30,0,100.000000
14,50422,30,0,100.000000
15,50422,30,0,100.000000
16,50422,30,0,100.000000
17,50422,30,0,100.000000
18,50422,30,0,100.000000
19,50422,30,0,100.000000
0,50423,60,0,100.000000
1,50423,60,0,100.000000
2,50423,60,0,100.000000
3,50423,60,0,100.000000
4,50423,60,0,100.000000
5,50423,60,0,100.000000
6,50423,60,0,100.000000
7,50423,60,0,100.000000
8,50423,60,0,100.000000
9,50423,60,0,100.000000
10,50423,60,0,100.000000
11,50423,60,0,100.000000
12,50423,60,0,100.000000
13,50423,60,0,100.000000
14,50423,60,0,100.000000
15,50423,60,0,100.000000
16,50423,60,0,100.000000
17,50423,60,0,100.000000
18,50423,60,0,100.000000
19,50423,60,0,100.000000
