interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,1,0,64,500.000000000
0,2,1,65,500.000000000
0,3,2,66,500.000000000
0,4,3,67,500.000000000
0,5,4,68,500.000000000
0,6,5,69,500.000000000
0,7,6,70,500.000000000
0,8,7,71,500.000000000
0,9,8,72,500.000000000
0,10,9,73,500.000000000
0,11,10,74,500.000000000
0,12,11,75,500.000000000
0,13,12,76,500.000000000
0,14,13,77,500.000000000
0,15,14,78,500.000000000
0,16,15,79,500.000000000
0,17,16,80,500.000000000
0,18,17,81,500.000000000
0,19,18,82,500.000000000
0,20,19,83,500.000000000
0,21,20,84,500.000000000
0,22,21,85,500.000000000
0,23,22,86,500.000000000
0,24,23,87,500.000000000
0,25,24,88,500.000000000
0,26,25,89,500.000000000
0,27,26,90,500.000000000
0,28,27,91,500.000000000
0,29,28,92,500.000000000
0,30,29,93,500.000000000
0,31,30,94,500.000000000
0,32,31,95,500.000000000
0,33,32,96,500.000000000
0,34,33,97,500.000000000
0,35,34,98,500.000000000
0,36,35,99,500.000000000
0,37,36,100,500.000000000
0,38,37,101,500.000000000
0,39,38,102,500.000000000
0,40,39,103,500.000000000
0,41,40,104,500.000000000
0,42,41,105,500.000000000
0,43,42,106,500.000000000
0,44,43,107,500.000000000
0,45,44,108,500.000000000
0,46,45,109,500.000000000
0,47,46,110,500.000000000
0,48,47,111,500.000000000
0,49,48,112,500.000000000
0,50,49,113,500.000000000
0,51,50,114,500.000000000
0,52,51,115,500.000000000
0,53,52,116,500.000000000
0,54,53,117,500.000000000
0,55,54,118,500.000000000
0,56,55,119,500.000000000
0,57,56,120,500.000000000
0,58,57,121,500.000000000
0,59,58,122,500.000000000
0,60,59,123,500.000000000
0,61,60,124,500.000000000
0,62,61,125,500.000000000
0,63,62,126,500.000000000
0,64,63,127,500.000000000
0,65,64,0,500.000000000
0,66,65,1,500.000000000
0,67,66,2,500.000000000
0,68,67,3,500.000000000
0,69,68,4,500.000000000
0,70,69,5,500.000000000
0,71,70,6,500.000000000
0,72,71,7,500.000000000
0,73,72,8,500.000000000
0,74,73,9,500.000000000
0,75,74,10,500.000000000
0,76,75,11,500.000000000
0,77,76,12,500.000000000
0,78,77,13,500.000000000
0,79,78,14,500.000000000
0,80,79,15,500.000000000
0,81,80,16,500.000000000
0,82,81,17,500.000000000
0,83,82,18,500.000000000
0,84,83,19,500.000000000
0,85,84,20,500.000000000
0,86,85,21,500.000000000
0,87,86,22,500.000000000
0,88,87,23,500.000000000
0,89,88,24,500.000000000
0,90,89,25,500.000000000
0,91,90,26,500.000000000
0,92,91,27,500.000000000
0,93,92,28,500.000000000
0,94,93,29,500.000000000
0,95,94,30,500.000000000
0,96,95,31,500.000000000
0,97,96,32,500.000000000
0,98,97,33,500.000000000
0,99,98,34,500.000000000
0,100,99,35,500.000000000
0,101,100,36,500.000000000
0,102,101,37,500.000000000
0,103,102,38,500.000000000
0,104,103,39,500.000000000
0,105,104,40,500.000000000
0,106,105,41,500.000000000
0,107,106,42,500.000000000
0,108,107,43,500.000000000
0,109,108,44,500.000000000
0,110,109,45,500.000000000
0,111,110,46,500.000000000
0,112,111,47,500.000000000
0,113,112,48,500.000000000
0,114,113,49,500.000000000
0,115,114,50,500.000000000
0,116,115,51,500.000000000
0,117,116,52,500.000000000
0,118,117,53,500.000000000
0,119,118,54,500.000000000
0,120,119,55,500.000000000
0,121,120,56,500.000000000
0,122,121,57,500.000000000
0,123,122,58,500.000000000
0,124,123,59,500.000000000
0,125,124,60,500.000000000
0,126,125,61,500.000000000
0,127,126,62,500.000000000
0,128,127,63,500.000000000
