interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,51660,19,0,100.000000
1,51660,19,0,100.000000
2,51660,19,0,100.000000
3,51660,19,0,100.000000
4,51660,19,0,100.000000
5,51660,19,0,100.000000
6,51660,19,0,100.000000
7,51660,19,0,100.000000
8,51660,19,0,100.000000
9,51660,19,0,100.000000
10,51660,19,0,100.000000
11,51660,19,0,100.000000
12,51660,19,0,100.000000
13,51660,19,0,100.000000
14,51660,19,0,100.000000
15,51660,19,0,100.000000
16,51660,19,0,100.000000
17,51660,19,0,100.000000
18,51660,19,0,100.000000
19,51660,19,0,100.000000
0,51661,105,0,100.000000
1,51661,105,0,100.000000
2,51661,105,0,100.000000
3,51661,105,0,100.000000
4,51661,105,0,100.000000
5,51661,105,0,100.000000
6,51661,105,0,100.000000
7,51661,105,0,100.000000
8,51661,105,0,100.000000
9,51661,105,0,100.000000
10,51661,105,0,100.000000
11,51661,105,0,100.000000
12,51661,105,0,100.000000
13,51661,105,0,100.000000
14,51661,105,0,100.000000
15,51661,105,0,100.000000
16,51661,105,0,100.000000
17,51661,105,0,100.000000
18,51661,105,0,100.000000
19,51661,105,0,100.000000
0,51662,35,0,100.000000
1,51662,35,0,100.000000
2,51662,35,0,100.000000
3,51662,35,0,100.000000
4,51662,35,0,100.000000
5,51662,35,0,100.000000
6,51662,35,0,100.000000
7,51662,35,0,100.000000
8,51662,35,0,100.000000
9,51662,35,0,100.000000
10,51662,35,0,100.000000
11,51662,35,0,100.000000
12,51662,35,0,100.000000
13,51662,35,0,100.000000
14,51662,35,0,100.000000
15,51662,35,0,100.000000
16,51662,35,0,100.000000
17,51662,35,0,100.000000
18,51662,35,0,100.000000
19,51662,35,0,100.000000
0,51663,122,0,100.000000
1,51663,122,0,100.000000
2,51663,122,0,100.000000
3,51663,122,0,100.000000
4,51663,122,0,100.000000
5,51663,122,0,100.000000
6,51663,122,0,100.000000
7,51663,122,0,100.000000
8,51663,122,0,100.000000
9,51663,122,0,100.000000
10,51663,122,0,100.000000
11,51663,122,0,100.000000
12,51663,122,0,100.000000
13,51663,122,0,100.000000
14,51663,122,0,100.000000
15,51663,122,0,100.000000
16,51663,122,0,100.000000
17,51663,122,0,100.000000
18,51663,122,0,100.000000
19,51663,122,0,100.000000
0,51664,16,0,100.000000
1,51664,16,0,100.000000
2,51664,16,0,100.000000
3,51664,16,0,100.000000
4,51664,16,0,100.000000
5,51664,16,0,100.000000
6,51664,16,0,100.000000
7,51664,16,0,100.000000
8,51664,16,0,100.000000
9,51664,16,0,100.000000
