interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,51620,118,0,100.000000
1,51620,118,0,100.000000
2,51620,118,0,100.000000
3,51620,118,0,100.000000
4,51620,118,0,100.000000
5,51620,118,0,100.000000
6,51620,118,0,100.000000
7,51620,118,0,100.000000
8,51620,118,0,100.000000
9,51620,118,0,100.000000
10,51620,118,0,100.000000
11,51620,118,0,100.000000
12,51620,118,0,100.000000
13,51620,118,0,100.000000
14,51620,118,0,100.000000
15,51620,118,0,100.000000
16,51620,118,0,100.000000
17,51620,118,0,100.000000
18,51620,118,0,100.000000
19,51620,118,0,100.000000
0,51621,35,0,100.000000
1,51621,35,0,100.000000
2,51621,35,0,100.000000
3,51621,35,0,100.000000
4,51621,35,0,100.000000
5,51621,35,0,100.000000
6,51621,35,0,100.000000
7,51621,35,0,100.000000
8,51621,35,0,100.000000
9,51621,35,0,100.000000
10,51621,35,0,100.000000
11,51621,35,0,100.000000
12,51621,35,0,100.000000
13,51621,35,0,100.000000
14,51621,35,0,100.000000
15,51621,35,0,100.000000
16,51621,35,0,100.000000
17,51621,35,0,100.000000
18,51621,35,0,100.000000
19,51621,35,0,100.000000
0,51622,71,0,100.000000
1,51622,71,0,100.000000
2,51622,71,0,100.000000
3,51622,71,0,100.000000
4,51622,71,0,100.000000
5,51622,71,0,100.000000
6,51622,71,0,100.000000
7,51622,71,0,100.000000
8,51622,71,0,100.000000
9,51622,71,0,100.000000
10,51622,71,0,100.000000
11,51622,71,0,100.000000
12,51622,71,0,100.000000
13,51622,71,0,100.000000
14,51622,71,0,100.000000
15,51622,71,0,100.000000
16,51622,71,0,100.000000
17,51622,71,0,100.000000
18,51622,71,0,100.000000
19,51622,71,0,100.000000
0,51623,15,0,100.000000
1,51623,15,0,100.000000
2,51623,15,0,100.000000
3,51623,15,0,100.000000
4,51623,15,0,100.000000
5,51623,15,0,100.000000
6,51623,15,0,100.000000
7,51623,15,0,100.000000
8,51623,15,0,100.000000
9,51623,15,0,100.000000
10,51623,15,0,100.000000
11,51623,15,0,100.000000
12,51623,15,0,100.000000
13,51623,15,0,100.000000
14,51623,15,0,100.000000
15,51623,15,0,100.000000
16,51623,15,0,100.000000
17,51623,15,0,100.000000
18,51623,15,0,100.000000
19,51623,15,0,100.000000
0,51624,103,0,100.000000
1,51624,103,0,100.000000
2,51624,103,0,100.000000
3,51624,103,0,100.000000
4,51624,103,0,100.000000
5,51624,103,0,100.000000
6,51624,103,0,100.000000
7,51624,103,0,100.000000
8,51624,103,0,100.000000
9,51624,103,0,100.000000
10,51624,103,0,100.000000
11,51624,103,0,100.000000
12,51624,103,0,100.000000
