interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,50940,66,0,100.000000
1,50940,66,0,100.000000
2,50940,66,0,100.000000
3,50940,66,0,100.000000
4,50940,66,0,100.000000
5,50940,66,0,100.000000
6,50940,66,0,100.000000
7,50940,66,0,100.000000
8,50940,66,0,100.000000
9,50940,66,0,100.000000
10,50940,66,0,100.000000
11,50940,66,0,100.000000
12,50940,66,0,100.000000
13,50940,66,0,100.000000
14,50940,66,0,100.000000
15,50940,66,0,100.000000
16,50940,66,0,100.000000
17,50940,66,0,100.000000
18,50940,66,0,100.000000
19,50940,66,0,100.000000
0,50941,110,0,100.000000
1,50941,110,0,100.000000
2,50941,110,0,100.000000
3,50941,110,0,100.000000
4,50941,110,0,100.000000
5,50941,110,0,100.000000
6,50941,110,0,100.000000
7,50941,110,0,100.000000
8,50941,110,0,100.000000
9,50941,110,0,100.000000
10,50941,110,0,100.000000
11,50941,110,0,100.000000
12,50941,110,0,100.000000
13,50941,110,0,100.000000
14,50941,110,0,100.000000
15,50941,110,0,100.000000
16,50941,110,0,100.000000
17,50941,110,0,100.000000
18,50941,110,0,100.000000
19,50941,110,0,100.000000
0,50942,105,0,100.000000
1,50942,105,0,100.000000
2,50942,105,0,100.000000
3,50942,105,0,100.000000
4,50942,105,0,100.000000
5,50942,105,0,100.000000
6,50942,105,0,100.000000
7,50942,105,0,100.000000
8,50942,105,0,100.000000
9,50942,105,0,100.000000
10,50942,105,0,100.000000
11,50942,105,0,100.000000
12,50942,105,0,100.000000
13,50942,105,0,100.000000
14,50942,105,0,100.000000
15,50942,105,0,100.000000
16,50942,105,0,100.000000
17,50942,105,0,100.000000
18,50942,105,0,100.000000
19,50942,105,0,100.000000
0,50943,23,0,100.000000
1,50943,23,0,100.000000
2,50943,23,0,100.000000
3,50943,23,0,100.000000
4,50943,23,0,100.000000
5,50943,23,0,100.000000
6,50943,23,0,100.000000
7,50943,23,0,100.000000
8,50943,23,0,100.000000
9,50943,23,0,100.000000
10,50943,23,0,100.000000
11,50943,23,0,100.000000
12,50943,23,0,100.000000
13,50943,23,0,100.000000
14,50943,23,0,100.000000
15,50943,23,0,100.000000
16,50943,23,0,100.000000
17,50943,23,0,100.000000
18,50943,23,0,100.000000
19,50943,23,0,100.000000
0,50944,19,0,100.000000
1,50944,19,0,100.000000
2,50944,19,0,100.000000
3,50944,19,0,100.000000
4,50944,19,0,100.000000
5,50944,19,0,100.000000
6,50944,19,0,100.000000
7,50944,19,0,100.000000
8,50944,19,0,100.000000
9,50944,19,0,100.000000
10,50944,19,0,100.000000
11,50944,19,0,100.000000
12,50944,19,0,100.000000
13,50944,19,0,100.000000
14,50944,19,0,100.000000
15,50944,19,0,100.000000
16,50944,19,0,100.000000
17,50944,19,0,100.000000
18,50944,19,0,100.000000
19,50944,19,0,100.000000
0,50945,70,0,100.000000
1,50945,70,0,100.000000
2,50945,70,0,100.000000
3,50945,70,0,100.000000
4,50945,70,0,100.000000
5,50945,70,0,100.000000
6,50945,70,0,100.000000
7,50945,70,0,100.000000
8,50945,70,0,100.000000
9,50945,70,0,100.000000
10,50945,70,0,100.000000
11,50945,70,0,100.000000
12,50945,70,0,100.000000
13,50945,70,0,100.000000
14,50945,70,0,100.000000
15,50945,70,0,100.000000
16,50945,70,0,100.000000
17,50945,70,0,100.000000
18,50945,70,0,100.000000
19,50945,70,0,100.000000
0,50946,44,0,100.000000
1,50946,44,0,100.000000
2,50946,44,0,100.000000
3,50946,44,0,100.000000
4,50946,44,0,100.000000
5,50946,44,0,100.000000
6,50946,44,0,100.000000
7,50946,44,0,100.000000
8,50946,44,0,100.000000
9,50946,44,0,100.000000
10,50946,44,0,100.000000
11,50946,44,0,100.000000
12,50946,44,0,100.000000
13,50946,44,0,100.000000
14,50946,44,0,100.000000
15,50946,44,0,100.000000
16,50946,44,0,100.000000
17,50946,44,0,100.000000
18,50946,44,0,100.000000
19,50946,44,0,100.000000
0,50947,12,0,100.000000
1,50947,12,0,100.000000
2,50947,12,0,100.000000
3,50947,12,0,100.000000
4,50947,12,0,100.000000
5,50947,12,0,100.000000
6,50947,12,0,100.000000
7,50947,12,0,100.000000
8,50947,12,0,100.000000
9,50947,12,0,100.000000
10,50947,12,0,100.000000
11,50947,12,0,100.000000
12,50947,12,0,100.000000
13,50947,12,0,100.000000
14,50947,12,0,100.000000
15,50947,12,0,100.000000
16,50947,12,0,100.000000
17,50947,12,0,100.000000
18,50947,12,0,100.000000
19,50947,12,0,100.000000
