interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,1,0,128,500.000000000
0,2,1,129,500.000000000
0,3,2,130,500.000000000
0,4,3,131,500.000000000
0,5,4,132,500.000000000
0,6,5,133,500.000000000
0,7,6,134,500.000000000
0,8,7,135,500.000000000
0,9,8,136,500.000000000
0,10,9,137,500.000000000
0,11,10,138,500.000000000
0,12,11,139,500.000000000
0,13,12,140,500.000000000
0,14,13,141,500.000000000
0,15,14,142,500.000000000
0,16,15,143,500.000000000
0,17,16,144,500.000000000
0,18,17,145,500.000000000
0,19,18,146,500.000000000
0,20,19,147,500.000000000
0,21,20,148,500.000000000
0,22,21,149,500.000000000
0,23,22,150,500.000000000
0,24,23,151,500.000000000
0,25,24,152,500.000000000
0,26,25,153,500.000000000
0,27,26,154,500.000000000
0,28,27,155,500.000000000
0,29,28,156,500.000000000
0,30,29,157,500.000000000
0,31,30,158,500.000000000
0,32,31,159,500.000000000
0,33,32,160,500.000000000
0,34,33,161,500.000000000
0,35,34,162,500.000000000
0,36,35,163,500.000000000
0,37,36,164,500.000000000
0,38,37,165,500.000000000
0,39,38,166,500.000000000
0,40,39,167,500.000000000
0,41,40,168,500.000000000
0,42,41,169,500.000000000
0,43,42,170,500.000000000
0,44,43,171,500.000000000
0,45,44,172,500.000000000
0,46,45,173,500.000000000
0,47,46,174,500.000000000
0,48,47,175,500.000000000
0,49,48,176,500.000000000
0,50,49,177,500.000000000
0,51,50,178,500.000000000
0,52,51,179,500.000000000
0,53,52,180,500.000000000
0,54,53,181,500.000000000
0,55,54,182,500.000000000
0,56,55,183,500.000000000
0,57,56,184,500.000000000
0,58,57,185,500.000000000
0,59,58,186,500.000000000
0,60,59,187,500.000000000
0,61,60,188,500.000000000
0,62,61,189,500.000000000
0,63,62,190,500.000000000
0,64,63,191,500.000000000
0,65,64,192,500.000000000
0,66,65,193,500.000000000
0,67,66,194,500.000000000
0,68,67,195,500.000000000
0,69,68,196,500.000000000
0,70,69,197,500.000000000
0,71,70,198,500.000000000
0,72,71,199,500.000000000
0,73,72,200,500.000000000
0,74,73,201,500.000000000
0,75,74,202,500.000000000
0,76,75,203,500.000000000
0,77,76,204,500.000000000
0,78,77,205,500.000000000
0,79,78,206,500.000000000
0,80,79,207,500.000000000
0,81,80,208,500.000000000
0,82,81,209,500.000000000
0,83,82,210,500.000000000
0,84,83,211,500.000000000
0,85,84,212,500.000000000
0,86,85,213,500.000000000
0,87,86,214,500.000000000
0,88,87,215,500.000000000
0,89,88,216,500.000000000
0,90,89,217,500.000000000
0,91,90,218,500.000000000
0,92,91,219,500.000000000
0,93,92,220,500.000000000
0,94,93,221,500.000000000
0,95,94,222,500.000000000
0,96,95,223,500.000000000
0,97,96,224,500.000000000
0,98,97,225,500.000000000
0,99,98,226,500.000000000
0,100,99,227,500.000000000
0,101,100,228,500.000000000
0,102,101,229,500.000000000
0,103,102,230,500.000000000
0,104,103,231,500.000000000
0,105,104,232,500.000000000
0,106,105,233,500.000000000
0,107,106,234,500.000000000
0,108,107,235,500.000000000
0,109,108,236,500.000000000
0,110,109,237,500.000000000
0,111,110,238,500.000000000
0,112,111,239,500.000000000
0,113,112,240,500.000000000
0,114,113,241,500.000000000
0,115,114,242,500.000000000
0,116,115,243,500.000000000
0,117,116,244,500.000000000
0,118,117,245,500.000000000
0,119,118,246,500.000000000
0,120,119,247,500.000000000
0,121,120,248,500.000000000
0,122,121,249,500.000000000
0,123,122,250,500.000000000
0,124,123,251,500.000000000
0,125,124,252,500.000000000
0,126,125,253,500.000000000
0,127,126,254,500.000000000
0,128,127,255,500.000000000
0,129,128,0,500.000000000
0,130,129,1,500.000000000
0,131,130,2,500.000000000
0,132,131,3,500.000000000
0,133,132,4,500.000000000
0,134,133,5,500.000000000
0,135,134,6,500.000000000
0,136,135,7,500.000000000
0,137,136,8,500.000000000
0,138,137,9,500.000000000
0,139,138,10,500.000000000
0,140,139,11,500.000000000
0,141,140,12,500.000000000
0,142,141,13,500.000000000
0,143,142,14,500.000000000
0,144,143,15,500.000000000
0,145,144,16,500.000000000
0,146,145,17,500.000000000
0,147,146,18,500.000000000
0,148,147,19,500.000000000
0,149,148,20,500.000000000
0,150,149,21,500.000000000
0,151,150,22,500.000000000
0,152,151,23,500.000000000
0,153,152,24,500.000000000
0,154,153,25,500.000000000
0,155,154,26,500.000000000
0,156,155,27,500.000000000
0,157,156,28,500.000000000
0,158,157,29,500.000000000
0,159,158,30,500.000000000
0,160,159,31,500.000000000
0,161,160,32,500.000000000
0,162,161,33,500.000000000
0,163,162,34,500.000000000
0,164,163,35,500.000000000
0,165,164,36,500.000000000
0,166,165,37,500.000000000
0,167,166,38,500.000000000
0,168,167,39,500.000000000
0,169,168,40,500.000000000
0,170,169,41,500.000000000
0,171,170,42,500.000000000
0,172,171,43,500.000000000
0,173,172,44,500.000000000
0,174,173,45,500.000000000
0,175,174,46,500.000000000
0,176,175,47,500.000000000
0,177,176,48,500.000000000
0,178,177,49,500.000000000
0,179,178,50,500.000000000
0,180,179,51,500.000000000
0,181,180,52,500.000000000
0,182,181,53,500.000000000
0,183,182,54,500.000000000
0,184,183,55,500.000000000
0,185,184,56,500.000000000
0,186,185,57,500.000000000
0,187,186,58,500.000000000
0,188,187,59,500.000000000
0,189,188,60,500.000000000
0,190,189,61,500.000000000
0,191,190,62,500.000000000
0,192,191,63,500.000000000
0,193,192,64,500.000000000
0,194,193,65,500.000000000
0,195,194,66,500.000000000
0,196,195,67,500.000000000
0,197,196,68,500.000000000
0,198,197,69,500.000000000
0,199,198,70,500.000000000
0,200,199,71,500.000000000
0,201,200,72,500.000000000
0,202,201,73,500.000000000
0,203,202,74,500.000000000
0,204,203,75,500.000000000
0,205,204,76,500.000000000
0,206,205,77,500.000000000
0,207,206,78,500.000000000
0,208,207,79,500.000000000
0,209,208,80,500.000000000
0,210,209,81,500.000000000
0,211,210,82,500.000000000
0,212,211,83,500.000000000
0,213,212,84,500.000000000
0,214,213,85,500.000000000
0,215,214,86,500.000000000
0,216,215,87,500.000000000
0,217,216,88,500.000000000
0,218,217,89,500.000000000
0,219,218,90,500.000000000
0,220,219,91,500.000000000
0,221,220,92,500.000000000
0,222,221,93,500.000000000
0,223,222,94,500.000000000
0,224,223,95,500.000000000
0,225,224,96,500.000000000
0,226,225,97,500.000000000
0,227,226,98,500.000000000
0,228,227,99,500.000000000
0,229,228,100,500.000000000
0,230,229,101,500.000000000
0,231,230,102,500.000000000
0,232,231,103,500.000000000
0,233,232,104,500.000000000
0,234,233,105,500.000000000
0,235,234,106,500.000000000
0,236,235,107,500.000000000
0,237,236,108,500.000000000
0,238,237,109,500.000000000
0,239,238,110,500.000000000
0,240,239,111,500.000000000
0,241,240,112,500.000000000
0,242,241,113,500.000000000
0,243,242,114,500.000000000
0,244,243,115,500.000000000
