interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,50520,12,0,100.000000
1,50520,12,0,100.000000
2,50520,12,0,100.000000
3,50520,12,0,100.000000
4,50520,12,0,100.000000
5,50520,12,0,100.000000
6,50520,12,0,100.000000
7,50520,12,0,100.000000
8,50520,12,0,100.000000
9,50520,12,0,100.000000
10,50520,12,0,100.000000
11,50520,12,0,100.000000
12,50520,12,0,100.000000
13,50520,12,0,100.000000
14,50520,12,0,100.000000
15,50520,12,0,100.000000
16,50520,12,0,100.000000
17,50520,12,0,100.000000
18,50520,12,0,100.000000
19,50520,12,0,100.000000
0,50521,61,0,100.000000
1,50521,61,0,100.000000
2,50521,61,0,100.000000
3,50521,61,0,100.000000
4,50521,61,0,100.000000
5,50521,61,0,100.000000
6,50521,61,0,100.000000
7,50521,61,0,100.000000
8,50521,61,0,100.000000
9,50521,61,0,100.000000
10,50521,61,0,100.000000
11,50521,61,0,100.000000
12,50521,61,0,100.000000
13,50521,61,0,100.000000
14,50521,61,0,100.000000
15,50521,61,0,100.000000
16,50521,61,0,100.000000
17,50521,61,0,100.000000
18,50521,61,0,100.000000
19,50521,61,0,100.000000
0,50522,21,0,100.000000
1,50522,21,0,100.000000
2,50522,21,0,100.000000
3,50522,21,0,100.000000
4,50522,21,0,100.000000
5,50522,21,0,100.000000
6,50522,21,0,100.000000
7,50522,21,0,100.000000
8,50522,21,0,100.000000
9,50522,21,0,100.000000
10,50522,21,0,100.000000
11,50522,21,0,100.000000
12,50522,21,0,100.000000
13,50522,21,0,100.000000
14,50522,21,0,100.000000
15,50522,21,0,100.000000
16,50522,21,0,100.000000
17,50522,21,0,100.000000
18,50522,21,0,100.000000
19,50522,21,0,100.000000
0,50523,106,0,100.000000
1,50523,106,0,100.000000
2,50523,106,0,100.000000
3,50523,106,0,100.000000
4,50523,106,0,100.000000
5,50523,106,0,100.000000
6,50523,106,0,100.000000
7,50523,106,0,100.000000
8,50523,106,0,100.000000
9,50523,106,0,100.000000
10,50523,106,0,100.000000
11,50523,106,0,100.000000
12,50523,106,0,100.000000
13,50523,106,0,100.000000
14,50523,106,0,100.000000
15,50523,106,0,100.000000
16,50523,106,0,100.000000
17,50523,106,0,100.000000
18,50523,106,0,100.000000
19,50523,106,0,100.000000
