interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,1001,2,3,1.975684956
1,1001,2,3,1.975684956
2,1001,2,3,1.975684956
3,1001,2,3,1.975684956
4,1001,2,3,1.975684956
5,1001,2,3,1.975684956
6,1001,2,3,1.975684956
7,1001,2,3,1.975684956
8,1001,2,3,1.975684956
9,1001,2,3,1.975684956
10,1001,2,3,1.992864825
11,1001,2,3,1.992864825
12,1001,2,3,1.992864825
13,1001,2,3,1.992864825
14,1001,2,3,1.992864825
15,1001,2,3,1.992864825
16,1001,2,3,1.992864825
17,1001,2,3,1.992864825
18,1001,2,3,1.992864825
19,1001,2,3,1.992864825
20,1001,2,3,2.010044695
21,1001,2,3,2.010044695
22,1001,2,3,2.010044695
23,1001,2,3,2.010044695
24,1001,2,3,2.010044695
25,1001,2,3,2.010044695
26,1001,2,3,2.010044695
27,1001,2,3,2.010044695
28,1001,2,3,2.010044695
29,1001,2,3,2.010044695
30,1001,2,3,1.915555414
31,1001,2,3,1.915555414
32,1001,2,3,1.915555414
33,1001,2,3,1.915555414
34,1001,2,3,1.915555414
35,1001,2,3,1.915555414
36,1001,2,3,1.915555414
37,1001,2,3,1.915555414
38,1001,2,3,1.915555414
39,1001,2,3,1.915555414
40,1001,2,3,1.924145349
41,1001,2,3,1.924145349
42,1001,2,3,1.924145349
43,1001,2,3,1.924145349
44,1001,2,3,1.924145349
45,1001,2,3,1.924145349
46,1001,2,3,1.924145349
47,1001,2,3,1.924145349
48,1001,2,3,1.924145349
49,1001,2,3,1.924145349
50,1001,2,3,1.941325218
51,1001,2,3,1.941325218
52,1001,2,3,1.941325218
53,1001,2,3,1.941325218
54,1001,2,3,1.941325218
55,1001,2,3,1.941325218
56,1001,2,3,1.941325218
57,1001,2,3,1.941325218
58,1001,2,3,1.941325218
59,1001,2,3,1.941325218
60,1001,2,3,2.001454760
61,1001,2,3,2.001454760
62,1001,2,3,2.001454760
63,1001,2,3,2.001454760
64,1001,2,3,2.001454760
65,1001,2,3,2.001454760
66,1001,2,3,2.001454760
67,1001,2,3,2.001454760
68,1001,2,3,2.001454760
69,1001,2,3,2.001454760
70,1001,2,3,1.984274891
71,1001,2,3,1.984274891
72,1001,2,3,1.984274891
73,1001,2,3,1.984274891
74,1001,2,3,1.984274891
75,1001,2,3,1.984274891
76,1001,2,3,1.984274891
77,1001,2,3,1.984274891
78,1001,2,3,1.984274891
79,1001,2,3,1.984274891
80,1001,2,3,1.958505087
81,1001,2,3,1.958505087
82,1001,2,3,1.958505087
83,1001,2,3,1.958505087
84,1001,2,3,1.958505087
85,1001,2,3,1.958505087
86,1001,2,3,1.958505087
87,1001,2,3,1.958505087
88,1001,2,3,1.958505087
89,1001,2,3,1.958505087
90,1001,2,3,1.967095022
91,1001,2,3,1.967095022
92,1001,2,3,1.967095022
93,1001,2,3,1.967095022
94,1001,2,3,1.967095022
95,1001,2,3,1.967095022
96,1001,2,3,1.967095022
97,1001,2,3,1.967095022
98,1001,2,3,1.967095022
99,1001,2,3,1.967095022
100,1001,2,3,1.958505087
101,1001,2,3,1.958505087
102,1001,2,3,1.958505087
103,1001,2,3,1.958505087
104,1001,2,3,1.958505087
105,1001,2,3,1.958505087
106,1001,2,3,1.958505087
107,1001,2,3,1.958505087
108,1001,2,3,1.958505087
109,1001,2,3,1.958505087
110,1001,2,3,1.992864825
111,1001,2,3,1.992864825
112,1001,2,3,1.992864825
113,1001,2,3,1.992864825
114,1001,2,3,1.992864825
115,1001,2,3,1.992864825
116,1001,2,3,1.992864825
117,1001,2,3,1.992864825
118,1001,2,3,1.992864825
119,1001,2,3,1.992864825
120,1001,2,3,1.958505087
121,1001,2,3,1.958505087
122,1001,2,3,1.958505087
123,1001,2,3,1.958505087
124,1001,2,3,1.958505087
125,1001,2,3,1.958505087
126,1001,2,3,1.958505087
127,1001,2,3,1.958505087
128,1001,2,3,1.958505087
129,1001,2,3,1.958505087
130,1001,2,3,1.958505087
131,1001,2,3,1.958505087
132,1001,2,3,1.958505087
133,1001,2,3,1.958505087
134,1001,2,3,1.958505087
135,1001,2,3,1.958505087
136,1001,2,3,1.958505087
137,1001,2,3,1.958505087
138,1001,2,3,1.958505087
139,1001,2,3,1.958505087
140,1001,2,3,1.958505087
141,1001,2,3,1.958505087
142,1001,2,3,1.958505087
143,1001,2,3,1.958505087
144,1001,2,3,1.958505087
145,1001,2,3,1.958505087
146,1001,2,3,1.958505087
147,1001,2,3,1.958505087
148,1001,2,3,1.958505087
149,1001,2,3,1.958505087
150,1001,2,3,2.001454760
151,1001,2,3,2.001454760
152,1001,2,3,2.001454760
153,1001,2,3,2.001454760
154,1001,2,3,2.001454760
155,1001,2,3,2.001454760
156,1001,2,3,2.001454760
157,1001,2,3,2.001454760
158,1001,2,3,2.001454760
159,1001,2,3,2.001454760
160,1001,2,3,1.975684956
161,1001,2,3,1.975684956
162,1001,2,3,1.975684956
163,1001,2,3,1.975684956
164,1001,2,3,1.975684956
165,1001,2,3,1.975684956
166,1001,2,3,1.975684956
167,1001,2,3,1.975684956
168,1001,2,3,1.975684956
169,1001,2,3,1.975684956
170,1001,2,3,1.975684956
171,1001,2,3,1.975684956
172,1001,2,3,1.975684956
173,1001,2,3,1.975684956
174,1001,2,3,1.975684956
175,1001,2,3,1.975684956
176,1001,2,3,1.975684956
177,1001,2,3,1.975684956
178,1001,2,3,1.975684956
179,1001,2,3,1.975684956
180,1001,2,3,1.941325218
181,1001,2,3,1.941325218
182,1001,2,3,1.941325218
